A,B,C,D
830.7151,912.9641,842.2299,845.5199
837.295,840.585,789.5906,860.3247
834.005,853.7448,789.5906,842.2299
835.65,853.7448,789.5906,852.0998
824.1351,853.7448,789.5906,853.7448
842.2299,906.3842,894.8693,855.3898
853.7448,853.7448,894.8693,845.5199
871.8396,853.7448,894.8693,866.9047
850.4548,906.3842,894.8693,855.3898
842.2299,801.1054,684.3118,861.9697
845.5199,853.7448,894.8693,868.5496
842.2299,853.7448,789.5906,870.1946
857.0347,748.4661,684.3118,863.6147
853.7448,801.1054,894.8693,858.6797
850.4548,853.7448,894.8693,855.3898
830.7151,695.8267,684.3118,853.7448
827.4251,1011.663,1210.706,843.8749
820.8452,853.7448,789.5906,855.3898
845.5199,906.3842,894.8693,868.5496
848.8099,906.3842,894.8693,868.5496
847.1649,748.4661,684.3118,873.4846
853.7448,801.1054,842.2299,871.8396
866.9047,695.8267,736.9512,871.8396
855.3898,801.1054,894.8693,863.6147
845.5199,801.1054,789.5906,863.6147
852.0998,853.7448,894.8693,868.5496
847.1649,959.0236,1000.148,863.6147
857.0347,853.7448,789.5906,875.1295
853.7448,853.7448,842.2299,870.1946
855.3898,853.7448,842.2299,865.2596
858.6797,853.7448,842.2299,860.3247
863.6147,801.1054,736.9512,863.6147
848.8099,801.1054,789.5906,863.6147
848.8099,906.3842,789.5906,860.3247
850.4548,906.3842,894.8693,855.3898
840.585,959.0236,947.5087,848.8099
852.0998,853.7448,736.9512,852.0998
863.6147,801.1054,736.9512,868.5496
850.4548,801.1054,631.6724,858.6797
847.1649,748.4661,631.6724,860.3247
848.8099,748.4661,631.6724,873.4846
855.3898,695.8267,473.7543,873.4846
853.7448,801.1054,736.9512,861.9697
860.3247,801.1054,736.9512,853.7448
853.7448,906.3842,947.5087,850.4548
853.7448,906.3842,842.2299,857.0347
857.0347,748.4661,579.0331,861.9697
852.0998,853.7448,842.2299,868.5496
852.0998,801.1054,789.5906,865.2596
853.7448,801.1054,736.9512,866.9047
866.9047,748.4661,736.9512,863.6147
852.0998,853.7448,789.5906,857.0347
852.0998,834.005,741.8861,860.3247
847.1649,886.6444,741.8861,855.3898
842.2299,834.005,741.8861,855.3898
840.585,781.3657,689.2468,855.3898
845.5199,807.6854,794.5255,868.5496
853.7448,807.6854,741.8861,865.2596
853.7448,781.3657,741.8861,868.5496
852.0998,649.7672,689.2468,865.2596
847.1649,860.3247,1005.083,860.3247
848.8099,807.6854,847.1649,860.3247
847.1649,807.6854,847.1649,863.6147
843.8749,886.6444,952.4436,865.2596
842.2299,860.3247,794.5255,858.6797
852.0998,860.3247,847.1649,868.5496
848.8099,886.6444,847.1649,863.6147
852.0998,781.3657,689.2468,875.1295
850.4548,755.046,689.2468,875.1295
850.4548,755.046,741.8861,878.4195
850.4548,755.046,741.8861,866.9047
850.4548,860.3247,899.8043,853.7448
847.1649,873.4846,899.8043,853.7448
842.2299,959.0236,899.8043,855.3898
848.8099,840.585,847.1649,863.6147
834.005,814.2653,794.5255,860.3247
840.585,834.005,899.8043,861.9697
845.5199,873.4846,899.8043,857.0347
848.8099,682.6669,583.968,871.8396
852.0998,768.2058,794.5255,868.5496
850.4548,847.1649,847.1649,875.1295
843.8749,814.2653,741.8861,875.1295
852.0998,1005.083,1005.083,865.2596
855.3898,834.005,741.8861,860.3247
853.7448,860.3247,794.5255,868.5496
863.6147,787.9456,847.1649,881.7095
857.0347,781.3657,899.8043,884.9995
861.9697,768.2058,847.1649,876.7745
857.0347,768.2058,847.1649,868.5496
850.4548,880.0645,952.4436,866.9047
850.4548,814.2653,847.1649,868.5496
850.4548,860.3247,899.8043,861.9697
852.0998,873.4846,952.4436,860.3247
848.8099,807.6854,794.5255,875.1295
853.7448,873.4846,899.8043,870.1946
853.7448,794.5255,741.8861,881.7095
863.6147,834.005,794.5255,873.4846
858.6797,853.7448,794.5255,863.6147
840.585,886.6444,794.5255,865.2596
858.6797,853.7448,741.8861,878.4195
866.9047,702.4066,636.6074,886.6444
853.7448,807.6854,847.1649,870.1946
858.6797,807.6854,899.8043,871.8396
837.295,860.3247,1005.083,861.9697
842.2299,860.3247,899.8043,863.6147
850.4548,807.6854,847.1649,865.2596
847.1649,807.6854,847.1649,865.2596
855.3898,807.6854,847.1649,866.9047
848.8099,755.046,689.2468,868.5496
853.7448,755.046,794.5255,870.1946
853.7448,860.3247,794.5255,866.9047
837.295,807.6854,794.5255,870.1946
832.36,912.9641,847.1649,855.3898
835.65,965.6035,899.8043,858.6797
838.94,912.9641,847.1649,861.9697
842.2299,860.3247,741.8861,868.5496
850.4548,860.3247,794.5255,868.5496
855.3898,807.6854,741.8861,871.8396
843.8749,649.7672,583.968,865.2596
840.585,755.046,899.8043,853.7448
838.94,807.6854,847.1649,858.6797
843.8749,702.4066,583.968,855.3898
838.94,1018.243,899.8043,850.4548
848.8099,755.046,531.3287,858.6797
840.585,860.3247,741.8861,860.3247
835.65,860.3247,741.8861,853.7448
850.4548,912.9641,794.5255,853.7448
853.7448,807.6854,741.8861,866.9047
857.0347,755.046,689.2468,866.9047
848.8099,807.6854,741.8861,875.1295
843.8749,860.3247,847.1649,857.0347
834.005,912.9641,794.5255,857.0347
830.7151,860.3247,794.5255,858.6797
843.8749,912.9641,847.1649,857.0347
840.585,807.6854,636.6074,861.9697
852.0998,912.9641,847.1649,858.6797
866.9047,807.6854,689.2468,868.5496
850.4548,860.3247,794.5255,863.6147
837.295,860.3247,689.2468,865.2596
840.585,965.6035,1005.083,861.9697
842.2299,1018.243,952.4436,865.2596
847.1649,807.6854,636.6074,860.3247
848.8099,860.3247,847.1649,860.3247
847.1649,860.3247,847.1649,857.0347
853.7448,860.3247,847.1649,860.3247
860.3247,807.6854,794.5255,863.6147
861.9697,860.3247,899.8043,860.3247
857.0347,860.3247,899.8043,865.2596
850.4548,912.9641,952.4436,863.6147
842.2299,939.2838,794.5255,863.6147
850.4548,912.9641,741.8861,861.9697
847.1649,912.9641,689.2468,860.3247
853.7448,834.005,583.968,868.5496
855.3898,860.3247,689.2468,871.8396
858.6797,728.7263,531.3287,873.4846
853.7448,860.3247,794.5255,866.9047
850.4548,860.3247,794.5255,855.3898
837.295,807.6854,689.2468,863.6147
829.0701,834.005,741.8861,860.3247
834.005,834.005,741.8861,855.3898
838.94,886.6444,847.1649,855.3898
842.2299,965.6035,847.1649,852.0998
845.5199,860.3247,689.2468,865.2596
840.585,834.005,689.2468,858.6797
843.8749,834.005,741.8861,857.0347
843.8749,766.5609,689.2468,866.9047
852.0998,753.401,847.1649,868.5496
850.4548,858.6797,899.8043,853.7448
848.8099,809.3303,741.8861,858.6797
838.94,868.5496,847.1649,853.7448
837.295,866.9047,794.5255,868.5496
840.585,804.3954,794.5255,865.2596
837.295,838.94,794.5255,865.2596
842.2299,827.4251,794.5255,865.2596
842.2299,842.2299,794.5255,860.3247
850.4548,850.4548,794.5255,868.5496
857.0347,822.4902,741.8861,861.9697
842.2299,889.9344,794.5255,861.9697
835.65,832.36,689.2468,865.2596
840.585,825.7802,794.5255,866.9047
840.585,771.4958,636.6074,858.6797
843.8749,718.8564,657.9921,858.6797
835.65,876.7745,868.5496,850.4548
840.585,929.4139,763.2709,855.3898
840.585,1087.332,973.8284,850.4548
847.1649,876.7745,552.7134,865.2596
845.5199,876.7745,763.2709,876.7745
850.4548,929.4139,763.2709,876.7745
835.65,876.7745,657.9921,852.0998
842.2299,824.1351,657.9921,857.0347
835.65,876.7745,763.2709,847.1649
830.7151,824.1351,657.9921,837.295
843.8749,929.4139,973.8284,843.8749
822.4902,929.4139,868.5496,829.0701
834.005,876.7745,868.5496,847.1649
837.295,876.7745,868.5496,847.1649
843.8749,824.1351,657.9921,848.8099
845.5199,824.1351,763.2709,855.3898
850.4548,771.4958,763.2709,868.5496
850.4548,771.4958,868.5496,881.7095
845.5199,876.7745,868.5496,861.9697
850.4548,876.7745,868.5496,863.6147
832.36,982.0533,973.8284,857.0347
861.9697,876.7745,763.2709,866.9047
865.2596,876.7745,763.2709,866.9047
855.3898,876.7745,763.2709,870.1946
860.3247,876.7745,763.2709,880.0645
857.0347,771.4958,657.9921,883.3544
868.5496,824.1351,868.5496,875.1295
875.1295,824.1351,763.2709,861.9697
880.0645,876.7745,868.5496,866.9047
853.7448,824.1351,763.2709,860.3247
838.94,929.4139,868.5496,871.8396
855.3898,929.4139,868.5496,873.4846
850.4548,824.1351,763.2709,875.1295
861.9697,850.4548,815.9103,866.9047
866.9047,797.8155,789.5906,875.1295
861.9697,745.1761,710.6315,873.4846
875.1295,745.1761,736.9512,861.9697
865.2596,824.1351,894.8693,863.6147
848.8099,745.1761,657.9921,866.9047
848.8099,982.0533,1026.468,866.9047
850.4548,850.4548,815.9103,866.9047
858.6797,850.4548,815.9103,875.1295
866.9047,850.4548,868.5496,873.4846
852.0998,824.1351,763.2709,871.8396
860.3247,745.1761,763.2709,880.0645
865.2596,771.4958,789.5906,873.4846
852.0998,824.1351,815.9103,865.2596
858.6797,850.4548,842.2299,861.9697
857.0347,968.8934,868.5496,863.6147
858.6797,870.1946,815.9103,868.5496
855.3898,827.4251,789.5906,870.1946
852.0998,814.2653,736.9512,868.5496
857.0347,764.9158,736.9512,873.4846
850.4548,725.4363,736.9512,875.1295
845.5199,791.2355,842.2299,876.7745
847.1649,827.4251,789.5906,868.5496
855.3898,820.8452,789.5906,868.5496
852.0998,857.0347,815.9103,863.6147
845.5199,853.7448,789.5906,871.8396
853.7448,837.295,789.5906,886.6444
842.2299,817.5552,736.9512,860.3247
847.1649,847.1649,789.5906,868.5496
855.3898,824.1351,789.5906,861.9697
843.8749,761.6259,736.9512,863.6147
848.8099,838.94,789.5906,866.9047
847.1649,810.9753,736.9512,855.3898
834.005,825.7802,736.9512,853.7448
838.94,852.0998,736.9512,858.6797
834.005,868.5496,736.9512,855.3898
837.295,870.1946,736.9512,853.7448
847.1649,931.0589,736.9512,853.7448
860.3247,868.5496,684.3118,858.6797
855.3898,865.2596,684.3118,863.6147
855.3898,791.2355,579.0331,855.3898
843.8749,866.9047,736.9512,863.6147
847.1649,863.6147,684.3118,865.2596
852.0998,810.9753,631.6724,871.8396
840.585,809.3303,684.3118,870.1946
855.3898,773.1407,579.0331,870.1946
853.7448,669.507,526.3937,873.4846
857.0347,880.0645,947.5087,865.2596
865.2596,853.7448,842.2299,861.9697
830.7151,932.7039,947.5087,857.0347
840.585,932.7039,894.8693,866.9047
852.0998,774.7858,736.9512,861.9697
847.1649,880.0645,894.8693,868.5496
853.7448,853.7448,842.2299,873.4846
852.0998,827.4251,789.5906,861.9697
852.0998,827.4251,842.2299,858.6797
853.7448,985.3432,894.8693,858.6797
875.1295,853.7448,789.5906,868.5496
860.3247,801.1054,631.6724,870.1946
868.5496,827.4251,789.5906,880.0645
853.7448,827.4251,789.5906,858.6797
829.0701,906.3842,842.2299,855.3898
827.4251,906.3842,789.5906,852.0998
834.005,853.7448,789.5906,853.7448
837.295,853.7448,842.2299,865.2596
843.8749,801.1054,736.9512,866.9047
843.8749,801.1054,736.9512,866.9047
847.1649,748.4661,684.3118,868.5496
842.2299,853.7448,789.5906,857.0347
838.94,853.7448,789.5906,852.0998
830.7151,959.0236,842.2299,852.0998
850.4548,853.7448,684.3118,860.3247
848.8099,853.7448,684.3118,865.2596
845.5199,801.1054,579.0331,868.5496
848.8099,801.1054,736.9512,868.5496
840.585,695.8267,526.3937,868.5496
853.7448,643.1873,473.7543,871.8396
845.5199,853.7448,947.5087,855.3898
847.1649,748.4661,579.0331,861.9697
842.2299,827.4251,789.5906,858.6797
834.005,827.4251,579.0331,850.4548
834.005,827.4251,473.7543,863.6147
837.295,959.0236,684.3118,858.6797
845.5199,880.0645,473.7543,866.9047
850.4548,827.4251,473.7543,863.6147
861.9697,827.4251,473.7543,870.1946
853.7448,801.1054,473.7543,875.1295
861.9697,774.7858,473.7543,871.8396
858.6797,801.1054,579.0331,870.1946
850.4548,774.7858,473.7543,860.3247
852.0998,880.0645,789.5906,865.2596
837.295,906.3842,684.3118,858.6797
840.585,774.7858,579.0331,871.8396
838.94,880.0645,789.5906,858.6797
852.0998,853.7448,684.3118,858.6797
861.9697,801.1054,743.5311,868.5496
858.6797,695.8267,638.2524,868.5496
852.0998,695.8267,638.2524,866.9047
840.585,801.1054,743.5311,860.3247
838.94,801.1054,743.5311,855.3898
840.585,853.7448,743.5311,857.0347
848.8099,748.4661,690.8917,870.1946
843.8749,748.4661,690.8917,863.6147
845.5199,748.4661,690.8917,873.4846
853.7448,801.1054,743.5311,866.9047
858.6797,695.8267,480.3343,875.1295
845.5199,695.8267,638.2524,860.3247
842.2299,801.1054,848.8099,861.9697
838.94,695.8267,743.5311,863.6147
840.585,801.1054,954.0886,858.6797
850.4548,801.1054,743.5311,873.4846
866.9047,801.1054,796.1705,876.7745
852.0998,860.3247,769.8508,871.8396
827.4251,755.046,611.9327,843.8749
857.0347,870.1946,796.1705,860.3247
868.5496,827.4251,717.2114,866.9047
873.4846,824.1351,717.2114,875.1295
880.0645,778.0757,690.8917,891.5793
855.3898,804.3954,717.2114,870.1946
860.3247,804.3954,743.5311,870.1946
876.7745,929.4139,901.4492,875.1295
870.1946,880.0645,769.8508,871.8396
866.9047,863.6147,769.8508,880.0645
866.9047,863.6147,796.1705,875.1295
875.1295,764.9158,769.8508,870.1946
875.1295,745.1761,769.8508,873.4846
855.3898,781.3657,743.5311,863.6147
861.9697,804.3954,822.4902,876.7745
860.3247,837.295,769.8508,870.1946
866.9047,876.7745,822.4902,871.8396
871.8396,784.6556,717.2114,876.7745
863.6147,771.4958,717.2114,881.7095
858.6797,830.7151,717.2114,875.1295
863.6147,784.6556,664.5721,871.8396
865.2596,929.4139,822.4902,873.4846
861.9697,922.834,717.2114,858.6797
876.7745,889.9344,717.2114,866.9047
871.8396,863.6147,717.2114,866.9047
863.6147,797.8155,664.5721,875.1295
863.6147,751.756,664.5721,881.7095
861.9697,745.1761,717.2114,888.2894
860.3247,764.9158,664.5721,875.1295
871.8396,843.8749,822.4902,875.1295
857.0347,876.7745,822.4902,868.5496
847.1649,903.0942,875.1295,866.9047
845.5199,797.8155,822.4902,875.1295
845.5199,745.1761,822.4902,857.0347
861.9697,771.4958,875.1295,871.8396
850.4548,745.1761,769.8508,871.8396
863.6147,718.8564,717.2114,868.5496
852.0998,745.1761,822.4902,868.5496
850.4548,771.4958,822.4902,873.4846
855.3898,850.4548,875.1295,865.2596
848.8099,850.4548,875.1295,860.3247
855.3898,850.4548,822.4902,863.6147
855.3898,850.4548,822.4902,866.9047
837.295,850.4548,822.4902,863.6147
843.8749,797.8155,717.2114,861.9697
845.5199,718.8564,717.2114,868.5496
848.8099,745.1761,769.8508,861.9697
847.1649,850.4548,875.1295,863.6147
845.5199,797.8155,822.4902,861.9697
837.295,982.0533,980.4083,852.0998
852.0998,876.7745,822.4902,861.9697
853.7448,797.8155,769.8508,866.9047
855.3898,876.7745,875.1295,866.9047
865.2596,771.4958,717.2114,870.1946
868.5496,771.4958,769.8508,873.4846
838.94,771.4958,769.8508,860.3247
842.2299,771.4958,769.8508,873.4846
843.8749,797.8155,822.4902,865.2596
850.4548,850.4548,822.4902,868.5496
863.6147,824.1351,769.8508,873.4846
855.3898,824.1351,769.8508,876.7745
853.7448,824.1351,769.8508,870.1946
855.3898,824.1351,769.8508,871.8396
853.7448,771.4958,769.8508,865.2596
860.3247,745.1761,809.3303,870.1946
858.6797,771.4958,835.65,863.6147
857.0347,692.5367,697.4717,865.2596
837.295,797.8155,792.8806,858.6797
842.2299,771.4958,759.9809,857.0347
843.8749,850.4548,861.9697,863.6147
847.1649,850.4548,848.8099,852.0998
850.4548,850.4548,783.0106,863.6147
848.8099,824.1351,766.5609,861.9697
860.3247,824.1351,776.4307,852.0998
871.8396,771.4958,792.8806,860.3247
857.0347,692.5367,634.9624,853.7448
848.8099,824.1351,819.2002,860.3247
850.4548,824.1351,766.5609,863.6147
847.1649,929.4139,888.2894,853.7448
853.7448,955.7336,940.9288,857.0347
860.3247,824.1351,730.3713,857.0347
847.1649,797.8155,730.3713,858.6797
853.7448,824.1351,783.0106,870.1946
861.9697,797.8155,730.3713,875.1295
870.1946,666.217,625.0925,896.5143
842.2299,876.7745,993.5681,857.0347
822.4902,718.8564,625.0925,840.585
829.0701,903.0942,993.5681,840.585
809.3303,850.4548,783.0106,825.7802
822.4902,850.4548,835.65,840.585
822.4902,850.4548,835.65,838.94
806.0403,824.1351,783.0106,837.295
830.7151,824.1351,783.0106,843.8749
843.8749,745.1761,730.3713,857.0347
834.005,824.1351,783.0106,848.8099
829.0701,771.4958,888.2894,852.0998
825.7802,824.1351,888.2894,848.8099
837.295,876.7745,993.5681,848.8099
850.4548,771.4958,888.2894,857.0347
843.8749,771.4958,888.2894,852.0998
840.585,718.8564,783.0106,865.2596
837.295,718.8564,783.0106,860.3247
842.2299,666.217,677.7319,865.2596
840.585,824.1351,993.5681,850.4548
850.4548,771.4958,783.0106,870.1946
845.5199,771.4958,888.2894,865.2596
840.585,824.1351,888.2894,857.0347
838.94,771.4958,783.0106,865.2596
832.36,876.7745,993.5681,861.9697
832.36,876.7745,888.2894,870.1946
843.8749,876.7745,888.2894,860.3247
845.5199,893.2243,774.7858,861.9697
843.8749,840.585,669.507,860.3247
852.0998,840.585,669.507,860.3247
843.8749,682.6669,669.507,868.5496
843.8749,840.585,880.0645,853.7448
843.8749,840.585,880.0645,858.6797
837.295,945.8637,985.3432,855.3898
847.1649,945.8637,774.7858,861.9697
843.8749,893.2243,774.7858,868.5496
848.8099,893.2243,774.7858,873.4846
855.3898,840.585,722.1464,866.9047
863.6147,893.2243,880.0645,870.1946
860.3247,787.9456,722.1464,868.5496
852.0998,840.585,774.7858,868.5496
848.8099,840.585,722.1464,876.7745
848.8099,893.2243,827.4251,871.8396
850.4548,893.2243,827.4251,875.1295
850.4548,787.9456,669.507,873.4846
853.7448,787.9456,722.1464,875.1295
855.3898,787.9456,669.507,878.4195
868.5496,787.9456,669.507,878.4195
855.3898,735.3062,669.507,860.3247
857.0347,840.585,774.7858,863.6147
855.3898,787.9456,669.507,868.5496
850.4548,893.2243,827.4251,861.9697
852.0998,840.585,722.1464,866.9047
853.7448,893.2243,827.4251,866.9047
850.4548,893.2243,827.4251,861.9697
857.0347,787.9456,722.1464,870.1946
865.2596,787.9456,774.7858,870.1946
866.9047,735.3062,669.507,870.1946
853.7448,840.585,774.7858,865.2596
847.1649,840.585,774.7858,857.0347
840.585,893.2243,827.4251,858.6797
842.2299,893.2243,827.4251,860.3247
848.8099,840.585,669.507,863.6147
847.1649,840.585,722.1464,866.9047
858.6797,787.9456,669.507,868.5496
845.5199,787.9456,669.507,868.5496
847.1649,735.3062,564.2283,865.2596
845.5199,945.8637,985.3432,848.8099
845.5199,787.9456,616.8676,855.3898
843.8749,787.9456,880.0645,858.6797
838.94,840.585,827.4251,848.8099
838.94,787.9456,774.7858,853.7448
835.65,945.8637,985.3432,850.4548
848.8099,840.585,774.7858,863.6147
852.0998,840.585,827.4251,870.1946
860.3247,787.9456,669.507,871.8396
842.2299,945.8637,827.4251,861.9697
838.94,945.8637,722.1464,860.3247
838.94,945.8637,722.1464,865.2596
834.005,945.8637,774.7858,857.0347
843.8749,998.5031,774.7858,857.0347
843.8749,840.585,669.507,861.9697
853.7448,840.585,722.1464,861.9697
850.4548,840.585,722.1464,860.3247
850.4548,840.585,774.7858,858.6797
847.1649,893.2243,774.7858,853.7448
847.1649,840.585,722.1464,861.9697
850.4548,840.585,774.7858,870.1946
838.94,840.585,774.7858,857.0347
837.295,893.2243,827.4251,855.3898
840.585,893.2243,827.4251,857.0347
848.8099,945.8637,827.4251,858.6797
848.8099,893.2243,827.4251,858.6797
840.585,893.2243,827.4251,865.2596
847.1649,893.2243,827.4251,866.9047
852.0998,840.585,722.1464,861.9697
845.5199,787.9456,774.7858,857.0347
842.2299,893.2243,774.7858,861.9697
835.65,893.2243,774.7858,855.3898
830.7151,998.5031,932.7039,845.5199
837.295,1051.142,880.0645,852.0998
840.585,893.2243,774.7858,852.0998
835.65,945.8637,827.4251,855.3898
852.0998,893.2243,722.1464,858.6797
861.9697,893.2243,774.7858,863.6147
865.2596,787.9456,616.8676,868.5496
853.7448,787.9456,722.1464,871.8396
843.8749,840.585,774.7858,865.2596
840.585,893.2243,774.7858,853.7448
845.5199,893.2243,669.507,861.9697
852.0998,787.9456,458.9495,858.6797
860.3247,787.9456,458.9495,865.2596
857.0347,787.9456,458.9495,875.1295
860.3247,787.9456,458.9495,870.1946
858.6797,630.0275,353.6708,876.7745
847.1649,840.585,669.507,868.5496
848.8099,735.3062,564.2283,866.9047
843.8749,840.585,774.7858,873.4846
842.2299,840.585,669.507,860.3247
837.295,787.9456,669.507,870.1946
850.4548,893.2243,774.7858,865.2596
860.3247,840.585,774.7858,861.9697
853.7448,840.585,774.7858,863.6147
853.7448,787.9456,669.507,868.5496
848.8099,787.9456,669.507,863.6147
837.295,577.3881,458.9495,870.1946
847.1649,682.6669,669.507,876.7745
848.8099,682.6669,616.8676,866.9047
845.5199,787.9456,722.1464,858.6797
850.4548,787.9456,669.507,858.6797
860.3247,735.3062,669.507,861.9697
860.3247,735.3062,669.507,866.9047
861.9697,735.3062,669.507,860.3247
860.3247,735.3062,722.1464,868.5496
858.6797,682.6669,669.507,866.9047
857.0347,787.9456,616.8676,871.8396
858.6797,735.3062,616.8676,870.1946
852.0998,945.8637,985.3432,866.9047
853.7448,945.8637,827.4251,868.5496
850.4548,840.585,774.7858,868.5496
850.4548,893.2243,827.4251,865.2596
858.6797,787.9456,669.507,863.6147
865.2596,761.6259,669.507,870.1946
